Date,Total Sleep Hours,First Sleep Start,Last Sleep End,Number of Sessions,Year,Month,Month Name,Day of Week,Day of Month,Week of Year,Bedtime,Wake Time,Sleep Duration (minutes)
2024-08-09,5.082222222222222,2024-08-09 02:15:58+03:00,2024-08-09 03:17:25+03:00,2,2024,8,August,Friday,9,32,02:15,03:17,304.9333333333333
2024-08-12,7.083888888888889,2024-08-12 00:55:00+03:00,2024-08-12 00:55:00+03:00,1,2024,8,August,Monday,12,33,00:55,00:55,425.0333333333333
2024-08-13,6.324166666666667,2024-08-13 01:23:01+03:00,2024-08-13 02:36:34+03:00,2,2024,8,August,Tuesday,13,33,01:23,02:36,379.45
2024-08-14,7.083333333333333,2024-08-14 00:55:00+03:00,2024-08-14 00:55:00+03:00,1,2024,8,August,Wednesday,14,33,00:55,00:55,425.0
2024-08-15,4.995555555555556,2024-08-15 02:50:48+03:00,2024-08-15 03:34:44+03:00,2,2024,8,August,Thursday,15,33,02:50,03:34,299.73333333333335
2024-08-16,7.083611111111111,2024-08-16 00:55:00+03:00,2024-08-16 00:55:00+03:00,1,2024,8,August,Friday,16,33,00:55,00:55,425.01666666666665
2024-08-19,5.546666666666667,2024-08-19 00:55:00+03:00,2024-08-19 07:31:10+03:00,3,2024,8,August,Monday,19,34,00:55,07:31,332.8
2024-08-20,5.9366666666666665,2024-08-20 02:03:49+03:00,2024-08-20 02:03:49+03:00,1,2024,8,August,Tuesday,20,34,02:03,02:03,356.2
2024-08-21,5.885,2024-08-21 02:06:54+03:00,2024-08-21 02:06:54+03:00,1,2024,8,August,Wednesday,21,34,02:06,02:06,353.09999999999997
2024-08-22,7.083333333333333,2024-08-22 00:55:00+03:00,2024-08-22 00:55:00+03:00,1,2024,8,August,Thursday,22,34,00:55,00:55,425.0
2024-08-23,6.963888888888889,2024-08-23 00:55:00+03:00,2024-08-23 00:55:00+03:00,1,2024,8,August,Friday,23,34,00:55,00:55,417.8333333333333
2024-08-26,6.904722222222222,2024-08-26 00:55:00+03:00,2024-08-26 00:55:00+03:00,1,2024,8,August,Monday,26,35,00:55,00:55,414.28333333333336
2024-08-27,3.935,2024-08-27 04:03:54+03:00,2024-08-27 04:03:54+03:00,1,2024,8,August,Tuesday,27,35,04:03,04:03,236.1
2024-08-28,4.847222222222222,2024-08-28 03:09:13+03:00,2024-08-28 03:09:13+03:00,1,2024,8,August,Wednesday,28,35,03:09,03:09,290.8333333333333
2024-08-29,6.8213888888888885,2024-08-29 00:55:00+03:00,2024-08-29 00:55:00+03:00,1,2024,8,August,Thursday,29,35,00:55,00:55,409.2833333333333
2024-08-30,6.821666666666666,2024-08-30 01:10:42+03:00,2024-08-30 01:10:42+03:00,1,2024,8,August,Friday,30,35,01:10,01:10,409.29999999999995
2024-09-02,7.083333333333333,2024-09-02 00:55:00+03:00,2024-09-02 00:55:00+03:00,1,2024,9,September,Monday,2,36,00:55,00:55,425.0
2024-09-03,7.0633333333333335,2024-09-03 00:55:00+03:00,2024-09-03 04:44:21+03:00,2,2024,9,September,Tuesday,3,36,00:55,04:44,423.8
2024-09-04,6.621944444444445,2024-09-04 01:22:43+03:00,2024-09-04 01:22:43+03:00,1,2024,9,September,Wednesday,4,36,01:22,01:22,397.3166666666667
2024-09-05,3.178611111111111,2024-09-05 04:49:17+03:00,2024-09-05 04:49:17+03:00,1,2024,9,September,Thursday,5,36,04:49,04:49,190.71666666666667
2024-09-06,6.155277777777778,2024-09-06 01:42:01+03:00,2024-09-06 03:14:24+03:00,2,2024,9,September,Friday,6,36,01:42,03:14,369.31666666666666
2024-09-09,6.1075,2024-09-09 01:50:37+03:00,2024-09-09 07:20:47+03:00,3,2024,9,September,Monday,9,37,01:50,07:20,366.45
2024-09-10,5.860555555555556,2024-09-10 02:08:23+03:00,2024-09-10 02:08:23+03:00,1,2024,9,September,Tuesday,10,37,02:08,02:08,351.6333333333334
2024-09-11,7.083333333333333,2024-09-11 00:55:00+03:00,2024-09-11 00:55:00+03:00,1,2024,9,September,Wednesday,11,37,00:55,00:55,425.0
2024-09-12,7.083888888888889,2024-09-12 00:55:00+03:00,2024-09-12 00:55:00+03:00,1,2024,9,September,Thursday,12,37,00:55,00:55,425.0333333333333
2024-09-13,6.3675,2024-09-13 01:37:57+03:00,2024-09-13 01:37:57+03:00,1,2024,9,September,Friday,13,37,01:37,01:37,382.04999999999995
2024-09-16,7.083333333333333,2024-09-16 00:55:00+03:00,2024-09-16 00:55:00+03:00,1,2024,9,September,Monday,16,38,00:55,00:55,425.0
2024-09-17,6.756666666666667,2024-09-17 01:14:36+03:00,2024-09-17 01:14:36+03:00,1,2024,9,September,Tuesday,17,38,01:14,01:14,405.40000000000003
